KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth (m),Slope,Note
14_07_2017,32,SD,2,,Aphareus furca,27,1,,16:31,9.8,1,
14_07_2017,32,SD,2,,Plagiotremus tapeinosoma,6,1,,16:31,9.8,1,
14_07_2017,32,SD,2,,Chaetodon lunula,14,2,,16:31,9.8,1,
14_07_2017,32,SD,2,,Heniochus acuminatus,23,1,,16:31,9.8,1,
14_07_2017,32,SD,2,,Chromis margaritifer,3,4,,16:31,9.8,1,
14_07_2017,32,SD,2,,Pomacentrus coelestis,4,38,,16:31,9.8,1,
14_07_2017,32,SD,2,,Pomacentrus coelestis,2,22,,16:31,9.8,1,
14_07_2017,32,SD,2,,Pomacentrus coelestis,1,15,,16:31,9.8,1,
14_07_2017,32,SD,2,,Stegastes aureus,10,1,,16:31,9.8,1,
14_07_2017,32,SD,2,,Stegastes aureus,8,1,,16:31,9.8,1,
14_07_2017,32,SD,2,,Macropharyngodon meleagris,3,6,,16:31,9.8,1,
14_07_2017,32,SD,2,,Macropharyngodon meleagris,2,1,,16:31,9.8,1,
14_07_2017,32,SD,2,,Stethojulis bandanensis,4,16,,16:31,9.8,1,
14_07_2017,32,SD,2,,Thalassoma amblycephalum,5,2,,16:31,9.8,1,
14_07_2017,32,SD,2,,Chlorurus sordidus,5,20,juv,16:31,9.8,1,
14_07_2017,32,SD,2,,Scarus rubroviolaceus,22,1,IP,16:31,9.8,1,
14_07_2017,32,SD,2,,Scarus ghobban,32,1,IP,16:31,9.8,1,
14_07_2017,32,SD,2,,Scarus ghobban,35,1,IP,16:31,9.8,1,
14_07_2017,32,SD,2,,Scarus ghobban,38,1,IP,16:31,9.8,1,
14_07_2017,32,SD,2,,Acanthurus olivaceus,24,1,,16:31,9.8,1,
14_07_2017,32,SD,2,,Acanthurus olivaceus,22,3,,16:31,9.8,1,
14_07_2017,32,SD,2,,Acanthurus blochii,25,6,,16:31,9.8,1,
14_07_2017,32,SD,2,,Acanthurus blochii,27,5,,16:31,9.8,1,
14_07_2017,32,SD,2,,Acanthurus blochii,22,1,,16:31,9.8,1,
14_07_2017,32,SD,2,,Odonus niger,9,5,,16:31,9.8,1,
14_07_2017,32,SD,2,,Odonus niger,20,2,,16:31,9.8,1,
14_07_2017,32,SD,2,,Parupeneus multifasciatus,5,2,,16:31,9.8,1,
14_07_2017,32,SD,2,,Canthigaster solandri,8,1,,16:31,9.8,1,
14_07_2017,32,SD,2,,Canthigaster solandri,6,2,,16:31,9.8,1,
14_07_2017,32,SD,3,,Cephalopholis urodeta,12,1,,16:50,9.5,1,
14_07_2017,32,SD,3,,Variola louti,24,1,,16:50,9.5,1,
14_07_2017,32,SD,3,,Pseudanthias cooperi,7,42,,16:50,9.5,1,
14_07_2017,32,SD,3,,Gymnothorax flavimarginatus,24,1,,16:50,9.5,1,
14_07_2017,32,SD,3,,Halichoeres sp.,5,1,,16:50,9.5,1,
14_07_2017,32,SD,3,,Plagiotremus tapeinosoma,6,3,,16:50,9.5,1,
14_07_2017,32,SD,3,,Chromis margaritifer,4,9,,16:50,9.5,1,
14_07_2017,32,SD,3,,Pomacentrus coelestis,4,25,,16:50,9.5,1,
14_07_2017,32,SD,3,,Pomacentrus coelestis,2,10,,16:50,9.5,1,
14_07_2017,32,SD,3,,Pomacentrus coelestis,1,15,,16:50,9.5,1,
14_07_2017,32,SD,3,,Halichoeres margaritaceus,5,1,,16:50,9.5,1,
14_07_2017,32,SD,3,,Labroides dimidiatus,8,1,,16:50,9.5,1,
14_07_2017,32,SD,3,,Macropharyngodon meleagris,2,3,,16:50,9.5,1,
14_07_2017,32,SD,3,,Novaculichthys taeniourus,20,1,,16:50,9.5,1,
14_07_2017,32,SD,3,,Stethojulis bandanensis,6,2,,16:50,9.5,1,
14_07_2017,32,SD,3,,Stethojulis bandanensis,4,13,,16:50,9.5,1,
14_07_2017,32,SD,3,,Thalassoma amblycephalum,4,10,,16:50,9.5,1,
14_07_2017,32,SD,3,,Thalassoma amblycephalum,5,1,,16:50,9.5,1,
14_07_2017,32,SD,3,,Chlorurus sordidus,6,9,juv,16:50,9.5,1,
14_07_2017,32,SD,3,,Acanthurus nigricauda,26,12,,16:50,9.5,1,
14_07_2017,32,SD,3,,Acanthurus olivaceus,22,8,,16:50,9.5,1,
14_07_2017,32,SD,3,,Acanthurus olivaceus,24,28,,16:50,9.5,1,
14_07_2017,32,SD,3,,Acanthurus olivaceus,25,4,,16:50,9.5,1,
14_07_2017,32,SD,3,,Acanthurus triostegus,13,1,,16:50,9.5,1,
14_07_2017,32,SD,3,,Melichthys vidua,22,1,,16:50,9.5,1,
14_07_2017,32,SD,3,,Parupeneus insularis,5,1,,16:50,9.5,1,
15_07_2017,26,SD,1,,Cephalopholis urodeta,10,2,,8:16,9.5,1,
15_07_2017,26,SD,1,,Pseudanthias bartlettorum,6,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Pseudanthias dispar,6,4,,8:16,9.5,1,
15_07_2017,26,SD,1,,Apogon angustus,6,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Cirrhitichthys oxycephalus,6,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Paracirrhites arcatus,6,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Halichoeres margaritaceus,6,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Centropyge flavissima,5,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Centropyge flavissima,4,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Chromis vanderbilti,4,103,,8:16,9.5,1,
15_07_2017,26,SD,1,,Plectroglyphidodon dickii,4,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Plectroglyphidodon dickii,2,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Plectroglyphidodon johnstonianus,4,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Stegastes aureus,7,6,,8:16,9.5,1,
15_07_2017,26,SD,1,,Stegastes aureus,8,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Halichoeres margaritaceus,3,3,,8:16,9.5,1,
15_07_2017,26,SD,1,,Labroides dimidiatus,9,2,,8:16,9.5,1,
15_07_2017,26,SD,1,,Labroides dimidiatus,10,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Labroides dimidiatus,6,2,,8:16,9.5,1,
15_07_2017,26,SD,1,,Macropharyngodon meleagris,9,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Macropharyngodon meleagris,3,4,,8:16,9.5,1,
15_07_2017,26,SD,1,,Macropharyngodon meleagris,2,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Pseudocheilinus hexataenia,5,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Pseudocheilinus octotaenia,7,4,,8:16,9.5,1,
15_07_2017,26,SD,1,,Stethojulis bandanensis,3,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Stethojulis bandanensis,7,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Stethojulis bandanensis,9,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Thalassoma amblycephalum,4,30,,8:16,9.5,1,
15_07_2017,26,SD,1,,Thalassoma amblycephalum,6,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Thalassoma quinquevittatum,7,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Scarus tricolor,20,1,IP,8:16,9.5,1,
15_07_2017,26,SD,1,,Scarus tricolor,23,1,TP,8:16,9.5,1,
15_07_2017,26,SD,1,,Acanthurus nigricans,20,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Acanthurus nigricauda,24,3,,8:16,9.5,1,
15_07_2017,26,SD,1,,Acanthurus nigrofuscus,12,2,,8:16,9.5,1,
15_07_2017,26,SD,1,,Ctenochaetus marginatus,20,3,,8:16,9.5,1,
15_07_2017,26,SD,1,,Parupeneus insularis,20,1,,8:16,9.5,1,
15_07_2017,26,SD,1,,Parupeneus multifasciatus,6,1,,8:16,9.5,1,
15_07_2017,26,SD,2,,Halichoeres margaritaceus,4,1,,8:36,9,1,
15_07_2017,26,SD,2,,Halichoeres margaritaceus,6,1,,8:36,9,1,
15_07_2017,26,SD,2,,Cephalopholis urodeta,12,1,,8:36,9,1,
15_07_2017,26,SD,2,,Pseudanthias olivaceus,6,12,,8:36,9,1,
15_07_2017,26,SD,2,,Cirrhitichthys oxycephalus,7,1,,8:36,9,1,
15_07_2017,26,SD,2,,Cirrhitichthys oxycephalus,5,2,,8:36,9,1,
15_07_2017,26,SD,2,,Paracirrhites arcatus,10,1,,8:36,9,1,
15_07_2017,26,SD,2,,Thalassoma trilobatum,10,1,,8:36,9,1,
15_07_2017,26,SD,2,,Plagiotremus tapeinosoma,5,1,,8:36,9,1,
15_07_2017,26,SD,2,,Ptereleotris zebra,11,9,,8:36,9,1,
15_07_2017,26,SD,2,,Centropyge flavissima,6,1,,8:36,9,1,
15_07_2017,26,SD,2,,Centropyge flavissima,4,3,,8:36,9,1,
15_07_2017,26,SD,2,,Chromis margaritifer,3,2,,8:36,9,1,
15_07_2017,26,SD,2,,Chromis vanderbilti,4,76,,8:36,9,1,
15_07_2017,26,SD,2,,Chromis vanderbilti,2,3,,8:36,9,1,
15_07_2017,26,SD,2,,Plectroglyphidodon dickii,5,2,,8:36,9,1,
15_07_2017,26,SD,2,,Plectroglyphidodon dickii,6,1,,8:36,9,1,
15_07_2017,26,SD,2,,Stegastes aureus,6,3,,8:36,9,1,
15_07_2017,26,SD,2,,Apolemichthys xanthopunctatus,15,1,,8:36,9,1,
15_07_2017,26,SD,2,,Halichoeres margaritaceus,3,1,,8:36,9,1,
15_07_2017,26,SD,2,,Halichoeres margaritaceus,6,1,,8:36,9,1,
15_07_2017,26,SD,2,,Macropharyngodon meleagris,3,1,,8:36,9,1,
15_07_2017,26,SD,2,,Macropharyngodon meleagris,2,2,,8:36,9,1,
15_07_2017,26,SD,2,,Pseudocheilinus octotaenia,4,1,,8:36,9,1,
15_07_2017,26,SD,2,,Pseudocheilinus octotaenia,5,1,,8:36,9,1,
15_07_2017,26,SD,2,,Pseudocheilinus octotaenia,8,1,,8:36,9,1,
15_07_2017,26,SD,2,,Thalassoma amblycephalum,6,20,,8:36,9,1,
15_07_2017,26,SD,2,,Thalassoma amblycephalum,1,1,,8:36,9,1,
15_07_2017,26,SD,2,,Thalassoma quinquevittatum,7,10,,8:36,9,1,
15_07_2017,26,SD,2,,Acanthurus leucocheilus,25,1,,8:36,9,1,
15_07_2017,26,SD,2,,Acanthurus nigricauda,24,1,,8:36,9,1,
15_07_2017,26,SD,2,,Acanthurus nigricauda,26,1,,8:36,9,1,
15_07_2017,26,SD,2,,Acanthurus olivaceus,22,1,,8:36,9,1,
15_07_2017,26,SD,2,,Acanthurus olivaceus,25,1,,8:36,9,1,
15_07_2017,26,SD,2,,Acanthurus olivaceus,6,3,,8:36,9,1,
15_07_2017,26,SD,2,,Ctenochaetus marginatus,20,1,,8:36,9,1,
15_07_2017,26,SD,2,,Parupeneus multifasciatus,7,1,,8:36,9,1,
15_07_2017,26,SD,3,,Cephalopholis argus,20,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Cephalopholis urodeta,12,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Pseudanthias cooperi,6,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Halichoeres margaritaceus,4,2,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Cirrhitichthys oxycephalus,6,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Cirripectes variolosus,5,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Centropyge loricula,4,2,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Centropyge loricula,5,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Chaetodon bennetti,13,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Chromis vanderbilti,4,120,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Chromis margaritifer,4,3,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Pomacentrus coelestis,1,2,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Stegastes aureus,6,3,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Cheilinus trilobatus,25,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Coris gaimard,6,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Coris gaimard,5,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Halichoeres margaritaceus,8,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Halichoeres margaritaceus,6,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Halichoeres margaritaceus,3,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Halichoeres ornatissimus,7,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Macropharyngodon meleagris,2,5,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Pseudocheilinus octotaenia,6,2,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Stethojulis bandanensis,7,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Stethojulis bandanensis,5,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Thalassoma amblycephalum,7,55,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Thalassoma amblycephalum,5,20,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Thalassoma quinquevittatum,12,2,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Chlorurus sordidus,30,1,TP,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Chlorurus sordidus,30,1,TP,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Scarus rubroviolaceus,20,1,IP,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Scarus rubroviolaceus,30,1,IP,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Acanthurus leucocheilus,24,4,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Acanthurus leucocheilus,20,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Acanthurus nigricans,14,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Acanthurus nigricans ,18,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Acanthurus nigrofuscus,12,,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Acanthurus olivaceus,20,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Acanthurus olivaceus,18,1,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Acanthurus olivaceus,9,2,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,26,SD,3,,Melichthys niger,22,3,,8:54,9,1,"Bad data, transect measured back from 95 - 55 m"
15_07_2017,25,SD,1,,Cephalopholis argus,19,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Cephalopholis urodeta,12,2,,10:55,9.3,1,
15_07_2017,25,SD,1,,Pseudanthias dispar,6,55,,10:55,9.3,1,
15_07_2017,25,SD,1,,Paracirrhites hemistictus,20,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Thalassoma quinquevittatum,7,2,,10:55,9.3,1,
15_07_2017,25,SD,1,,Chaetodon meyeri,12,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Chromis margaritifer,3,18,,10:55,9.3,1,
15_07_2017,25,SD,1,,Chromis vanderbilti,3,205,,10:55,9.3,1,
15_07_2017,25,SD,1,,Plectroglyphidodon dickii,5,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Stegastes aureus,8,4,,10:55,9.3,1,
15_07_2017,25,SD,1,,Stegastes aureus,6,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Coris gaimard,20,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Coris gaimard,12,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Halichoeres margaritaceus,8,3,,10:55,9.3,1,
15_07_2017,25,SD,1,,Macropharyngodon meleagris,2,2,,10:55,9.3,1,
15_07_2017,25,SD,1,,Macropharyngodon meleagris,8,2,,10:55,9.3,1,
15_07_2017,25,SD,1,,Macropharyngodon meleagris,5,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Pseudocheilinus octotaenia,8,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Pseudocheilinus octotaenia,6,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Stethojulis bandanensis,7,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Thalassoma amblycephalum,3,2,,10:55,9.3,1,
15_07_2017,25,SD,1,,Calotomus carolinus,17,1,TP,10:55,9.3,1,
15_07_2017,25,SD,1,,Acanthurus leucocheilus,23,3,,10:55,9.3,1,
15_07_2017,25,SD,1,,Acanthurus lineatus,22,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Acanthurus nigricans,20,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Acanthurus nigricans,14,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Acanthurus nigricans,16,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Acanthurus nigricauda,24,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Acanthurus olivaceus,20,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Acanthurus olivaceus,24,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Melichthys niger,22,2,,10:55,9.3,1,
15_07_2017,25,SD,1,,Melichthys niger,20,1,,10:55,9.3,1,
15_07_2017,25,SD,1,,Melichthys vidua,20,2,,10:55,9.3,1,
15_07_2017,25,SD,1,,Parupeneus insularis,7,2,,10:55,9.3,1,
15_07_2017,25,SD,1,,Parupeneus insularis,10,4,,10:55,9.3,1,
15_07_2017,25,SD,2,,Cephalopholis urodeta,18,1,,11:14,10,1,
15_07_2017,25,SD,2,,Cephalopholis urodeta,10,1,,11:14,10,1,
15_07_2017,25,SD,2,,Centropyge flavissima,5,1,,11:14,10,1,
15_07_2017,25,SD,2,,Chromis margaritifer,4,18,,11:14,10,1,
15_07_2017,25,SD,2,,Chromis vanderbilti,3,95,,11:14,10,1,
15_07_2017,25,SD,2,,Plectroglyphidodon dickii,4,1,,11:14,10,1,
15_07_2017,25,SD,2,,Stegastes aureus,6,3,,11:14,10,1,
15_07_2017,25,SD,2,,Stegastes aureus,8,3,,11:14,10,1,
15_07_2017,25,SD,2,,Coris gaimard,3,2,,11:14,10,1,
15_07_2017,25,SD,2,,Gomphosus varius,12,1,,11:14,10,1,
15_07_2017,25,SD,2,,Macropharyngodon meleagris,3,6,,11:14,10,1,
15_07_2017,25,SD,2,,Macropharyngodon meleagris,4,2,,11:14,10,1,
15_07_2017,25,SD,2,,Macropharyngodon meleagris,6,1,,11:14,10,1,
15_07_2017,25,SD,2,,Pseudocheilinus hexataenia,4,1,,11:14,10,1,
15_07_2017,25,SD,2,,Pseudocheilinus octotaenia,6,3,,11:14,10,1,
15_07_2017,25,SD,2,,Calotomus carolinus,27,1,TP,11:14,10,1,
15_07_2017,25,SD,2,,Chlorurus sordidus,30,1,TP,11:14,10,1,
15_07_2017,25,SD,2,,Chlorurus sordidus,21,1,IP,11:14,10,1,
15_07_2017,25,SD,2,,Acanthurus leucocheilus,20,1,,11:14,10,1,
15_07_2017,25,SD,2,,Acanthurus nigricans,20,1,,11:14,10,1,
15_07_2017,25,SD,2,,Acanthurus olivaceus,23,1,,11:14,10,1,
15_07_2017,25,SD,2,,Melichthys niger,21,5,,11:14,10,1,
15_07_2017,25,SD,2,,Parupeneus multifasciatus,8,1,,11:14,10,1,
15_07_2017,25,SD,3,,Cephalopholis argus,35,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Cephalopholis urodeta,15,3,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Pseudanthias dispar,5,250,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Pseudanthias olivaceus,6,110,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Paracirrhites arcatus,10,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Paracirrhites hemistictus,24,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Centropyge flavissima,7,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Centropyge flavissima,5,2,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Chromis margaritifer,3,3,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Chromis vanderbilti,3,255,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Plectroglyphidodon dickii,5,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Stegastes fasciolatus,8,6,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Stegastes fasciolatus,10,2,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Halichoeres hortulanus,20,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Macropharyngodon meleagris,4,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Oxycheilinus unifasciatus,19,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Thalassoma quinquevittatum,10,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Chlorurus sordidus,20,1,IP,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Chlorurus sordidus,23,1,IP,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Scarus oviceps,27,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Acanthurus olivaceus,23,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Ctenochaetus marginatus,20,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Ctenochaetus marginatus,22,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Melichthys niger,20,8,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Melichthys vidua,21,1,,11:32,10.2,1,Strong current
15_07_2017,25,SD,3,,Parupeneus insularis,25,1,,11:32,10.2,1,Strong current
15_07_2017,27,SD,1,,Pseudanthias cooperi,7,106,,13:47,9,1,
15_07_2017,27,SD,1,,Pseudanthias olivaceus,7,1,,13:47,9,1,
15_07_2017,27,SD,1,,Cirrhitichthys oxycephalus,6,2,,13:47,9,1,
15_07_2017,27,SD,1,,Cirrhitichthys oxycephalus,4,2,,13:47,9,1,
15_07_2017,27,SD,1,,Lutjanus kasmira,5,4,,13:47,9,1,
15_07_2017,27,SD,1,,Gnatholepis anjerensis,4,1,,13:47,9,1,
15_07_2017,27,SD,1,,Plagiotremus tapeinosoma,7,3,,13:47,9,1,
15_07_2017,27,SD,1,,Chaetodon vagabundus,10,1,,13:47,9,1,
15_07_2017,27,SD,1,,Pomacentrus coelestis,3,20,,13:47,9,1,
15_07_2017,27,SD,1,,Pomacentrus coelestis,4,48,,13:47,9,1,
15_07_2017,27,SD,1,,Coris centralis,7,1,,13:47,9,1,
15_07_2017,27,SD,1,,Macropharyngodon meleagris,3,1,,13:47,9,1,
15_07_2017,27,SD,1,,Pseudocheilinus octotaenia,3,1,,13:47,9,1,
15_07_2017,27,SD,1,,Stethojulis bandanensis,6,2,,13:47,9,1,
15_07_2017,27,SD,1,,Stethojulis bandanensis,5,1,,13:47,9,1,
15_07_2017,27,SD,1,,Thalassoma amblycephalum,5,10,,13:47,9,1,
15_07_2017,27,SD,1,,Thalassoma amblycephalum,4,7,,13:47,9,1,
15_07_2017,27,SD,1,,Thalassoma amblycephalum,5,1,,13:47,9,1,
15_07_2017,27,SD,1,,Calotomus carolinus,21,1,IP,13:47,9,1,
15_07_2017,27,SD,1,,Chlorurus sordidus,5,2,juv,13:47,9,1,
15_07_2017,27,SD,1,,Scarus ghobban,26,1,IP,13:47,9,1,
15_07_2017,27,SD,1,,Scarus ghobban,30,2,IP,13:47,9,1,
15_07_2017,27,SD,1,,Acanthurus olivaceus,22,21,,13:47,9,1,
15_07_2017,27,SD,1,,Acanthurus olivaceus,26,7,,13:47,9,1,
15_07_2017,27,SD,1,,Acanthurus olivaceus,4,8,,13:47,9,1,
15_07_2017,27,SD,1,,Acanthurus olivaceus,8,1,,13:47,9,1,
15_07_2017,27,SD,1,,Acanthurus olivaceus,5,1,,13:47,9,1,
15_07_2017,27,SD,1,,Acanthurus blochii,26,9,,13:47,9,1,
15_07_2017,27,SD,1,,Ctenochaetus marginatus,4,1,,13:47,9,1,
15_07_2017,27,SD,1,,Odonus niger,12,2,,13:47,9,1,
15_07_2017,27,SD,1,,Odonus niger,18,1,,13:47,9,1,
15_07_2017,27,SD,1,,Odonus niger,13,14,,13:47,9,1,
15_07_2017,27,SD,1,,Odonus niger,20,2,,13:47,9,1,
15_07_2017,27,SD,1,,Ptereleotris zebra,8,4,,13:47,9,1,
15_07_2017,27,SD,1,,Canthigaster solandri,7,1,,13:47,9,1,
15_07_2017,27,SD,2,,Epinephelus melanostigma,26,1,,14:05,10,1,
15_07_2017,27,SD,2,,Epinephelus melanostigma,24,1,,14:05,10,1,
15_07_2017,27,SD,2,,Gnatholepis anjerensis,5,1,,14:05,10,1,
15_07_2017,27,SD,2,,Chaetodon vagabundus,14,1,,14:05,10,1,
15_07_2017,27,SD,2,,Cephalopholis urodeta,12,1,,14:05,10,1,
15_07_2017,27,SD,2,,Caranx melampygus,25,1,,14:05,10,1,
15_07_2017,27,SD,2,,Pseudanthias cooperi,7,35,,14:05,10,1,
15_07_2017,27,SD,2,,Pseudanthias dispar,7,6,,14:05,10,1,
15_07_2017,27,SD,2,,Pogonoperca punctata,26,1,,14:05,10,1,
15_07_2017,27,SD,2,,Cirrhitichthys oxycephalus,6,2,,14:05,10,1,
15_07_2017,27,SD,2,,Cirrhitichthys oxycephalus,8,1,,14:05,10,1,
15_07_2017,27,SD,2,,Cirrhitichthys oxycephalus,3,3,,14:05,10,1,
15_07_2017,27,SD,2,,Cirrhitichthys oxycephalus,4,2,,14:05,10,1,
15_07_2017,27,SD,2,,Apolemichthys xanthopunctatus,14,1,,14:05,10,1,
15_07_2017,27,SD,2,,Plagiotremus tapeinosoma,6,1,,14:05,10,1,
15_07_2017,27,SD,2,,Chaetodon auriga,15,2,,14:05,10,1,
15_07_2017,27,SD,2,,Chaetodon lunula,14,2,,14:05,10,1,
15_07_2017,27,SD,2,,Heniochus acuminatus,21,2,,14:05,10,1,
15_07_2017,27,SD,2,,Pomacentrus coelestis,1,33,,14:05,10,1,
15_07_2017,27,SD,2,,Pomacentrus coelestis,3,133,,14:05,10,1,
15_07_2017,27,SD,2,,Coris centralis,4,1,,14:05,10,1,
